client_id,name,gender,Sum of age,Age group,banking_relationship,Income Band,estimated_income,loyalty_classification,occupation,nationality,joined_bank,Year of joining with bank,fee_structure,Client Net Worth,amount_of_creditcards,creditcard_balance,bank_loans,bank_deposits,banking_contact,business_lending,risk_weighting,Risk Category,saving_accounts,checking_accounts,foreigncurrency_account,superannuation_savings,properties_owned
IND87992,Walter Matthews,Male,36,Adult (30-59),Institutional Banking,Medium,276516.44,Jade,Geologist I,European,29-04-2020,2020,High,116161.02,1,6397.15,427468.36,346860.26,Anthony Torres,1569491.66,2,Low Risk,190897.02,81759.92,46466.41,12269.25,1
IND87995,Joshua Frazier,Male,66,Senior (60 +),Private Banking,High,452924.39,Platinum,Media Manager I,Asian,08-09-2005,2005,Low,1314368.79,1,10513.17,1421149,1848766.47,Phillip Peters,633801.55,4,High Risk,831249.89,667223.99,108653.23,66014.6,0
IND88021,Paula Hawkins,Male,40,Adult (30-59),Private Banking,Low,38152.86,Jade,Accounting Assistant IV,European,27-05-1995,1995,High,29579.63,1,2479.89,135988.99,93762.03,Donald Reynolds,51683.77,1,Very Low Risk,67737.06,61305.94,7432.23,6549.42,3
IND88027,Ashley Howard,Male,76,Senior (60 +),Retail Banking,Medium,143047.68,Silver,Administrative Assistant II,American,26-12-2021,2021,High,245313.93,1,6935.48,1039003.28,763100.63,Nicholas Simmons,1862168.22,2,Low Risk,514935.26,182891.89,35158,13216.8,1
IND88033,Ernest Nguyen,Male,32,Adult (30-59),Private Banking,Medium,123519.08,Gold,Chief Design Engineer,American,27-03-2008,2008,High,-497095.81,1,1892.53,544315.48,30171.76,Paul Larson,702088.4,1,Very Low Risk,11964.66,24276.13,7325.19,6975.78,1
IND88064,Marilyn Washington,Male,27,Young (18-29),Commercial Banking,High,330956.05,Jade,Health Coach IV,American,02-12-2020,2020,Mid,-550941.32,2,7556.47,1056358.46,249304.36,Samuel Fowler,1776771.34,5,Very High Risk,201372.63,121684.27,71604.88,62296.62,1
IND88113,Gloria Roberts,Female,77,Senior (60 +),Commercial Banking,Medium,114059.46,Silver,Staff Scientist,European,03-05-2020,2020,High,334534.08,1,1040.38,208829.09,380343.23,James Castillo,408184.44,1,Very Low Risk,151405.86,355962.25,11721.84,12654.46,1
IND88225,Cheryl Fox,Female,54,Adult (30-59),Private Banking,High,379053.54,Silver,Automation Specialist I,American,03-01-2017,2017,Low,-1619190.33,1,3644.96,1787687.81,97304.56,Jerry Green,731342.34,4,High Risk,29191.37,59228.87,19720.25,45646.51,3
IND88284,Timothy Diaz,Male,36,Adult (30-59),Commercial Banking,Low,33898.02,Gold,Budget/Accounting Analyst IV,European,24-07-2013,2013,Mid,-51369.58,1,576.5,86107.02,6602.04,Phillip Peters,303229.94,1,Very Low Risk,5359.3,8284.91,13600.17,23352.6,2
IND88327,Benjamin Alvarez,Male,40,Adult (30-59),Private Banking,Medium,168035.75,Platinum,Budget/Accounting Analyst IV,European,15-04-2012,2012,Mid,49047.04,1,2059.74,254923.04,135917.43,Donald Reynolds,226957.99,1,Very Low Risk,142349.24,118927.75,6375.07,27763.15,3
IND88367,Benjamin GoPKRales,Male,46,Adult (30-59),Private Banking,Medium,226151.9,Gold,Occupational Therapist,African,04-02-2008,2008,High,-312383.38,1,1245.08,446679.55,86326.27,Anthony Berry,756362.75,2,Low Risk,42546.52,117157.09,2120.34,6668.46,3
IND88371,Jose Stanley,Male,73,Senior (60 +),Commercial Banking,Low,75068.87,Platinum,Community Outreach Specialist,European,23-05-2021,2021,High,-355543.29,1,5644.76,498253.45,75457.28,Mark Montgomery,1406014,1,Very Low Risk,43700.08,16285.74,46587.82,29197.56,2
IND88473,Margaret Washington,Male,84,Senior (60 +),Private Banking,Medium,154599.34,Jade,Electrical Engineer,American,05-09-2004,2004,High,2144003.14,1,2164.41,858079.61,2264886.4,Jonathan Hawkins,1048858.39,5,Very High Risk,719976.08,1215304.9,94639.59,19384.68,2
IND88500,Bobby Mitchell,Male,46,Adult (30-59),Institutional Banking,Low,96229.97,Jade,Help Desk Operator,European,26-11-2018,2018,Mid,2170721.51,1,10491.44,838614.5,1785745.06,Anthony Berry,1283849.91,5,Very High Risk,1176170.39,499403.28,35061.52,57912,2
IND88518,Willie Greene,Male,73,Senior (60 +),Commercial Banking,Medium,102181.31,Silver,Research Assistant IV,Australian,04-10-2008,2008,Mid,327619.48,1,1441.01,1170740.32,1015970.51,Roy Rice,1213389.72,2,Low Risk,466664.58,279562.35,61358.26,17165.72,1
IND88607,Martin Chapman,Female,61,Senior (60 +),Retail Banking,Low,95682.13,Silver,Technical Writer,Asian,15-10-2005,2005,Low,974771.76,2,1225.69,77092.06,718547.05,Nicholas Cunningham,638532.99,1,Very Low Risk,322650.81,185431.5,60605.51,11891.65,2
IND88639,Anthony Oliver,Female,17,Young (18-29),Private Banking,High,325636.33,Jade,Human Resources Assistant III,African,10-12-2004,2004,High,532359.55,2,530.7,1144309.18,1110461.95,Adam Hernandez,1754651.33,3,Moderate Risk,521388.33,431846.31,57862.73,45349.15,2
IND88663,Juan Ramirez,Female,72,Senior (60 +),Retail Banking,Low,84036.63,Jade,Computer Systems Analyst I,American,27-02-2013,2013,High,1662279.68,1,1558.85,720377.86,1700635.85,Roger Alexander,1554479.14,2,Low Risk,639806.78,597520.7,39322.45,43773.76,1
IND88698,Lillian Arnold,Male,56,Adult (30-59),Private Banking,Low,56874.2,Silver,Media Manager IV,Asian,29-04-2010,2010,High,82901.9,1,143.77,185781.51,152556.66,Jonathan Hawkins,248758.99,2,Low Risk,108042.23,67446.1,36945.2,8228.29,2
IND88703,Joe Garcia,Female,75,Senior (60 +),Commercial Banking,Medium,241627.68,Jade,Project Manager,European,11-10-1996,1996,Mid,1489040.57,2,8747.66,1763699.11,2134158.43,Frank Brown,1030468.01,3,Moderate Risk,1096077.71,684234,57034.26,31251.2,1
IND88721,Antonio Reed,Male,19,Young (18-29),Institutional Banking,Medium,215132.18,Gold,Human Resources Manager,Australian,14-11-2001,2001,High,-769124.77,1,2355.22,1167192.46,221946.1,Victor Ramos,112663.21,4,High Risk,125341.14,183981.64,59040.25,53135.67,1
IND88751,Lois Oliver,Male,54,Adult (30-59),Institutional Banking,High,325866.66,Gold,Tax Accountant,European,03-01-2005,2005,Mid,837665.3,2,6912.26,136488.84,600544.06,Joshua Ryan,948872.23,3,Moderate Risk,374116.71,233544.91,35695.6,6405.63,0
IND88761,Richard Knight,Male,35,Adult (30-59),Institutional Banking,Medium,284371.28,Platinum,Executive Secretary,American,02-10-2020,2020,High,1431327.86,1,521.63,1183883.67,1689110.1,Dennis Ruiz,1020760.47,2,Low Risk,884436.82,410547.59,25317.27,42186.24,2
IND88769,Jose Berry,Female,28,Young (18-29),Commercial Banking,Medium,135470.95,Jade,Project Manager,European,28-03-2016,2016,High,727991.65,1,1588.1,172132.99,607089.96,Ernest Rivera,661025.11,1,Very Low Risk,270462.98,206762.52,38316.39,24159.8,3
IND88769,Roger Rose,Female,34,Adult (30-59),Private Banking,Medium,106468.98,Gold,Account Representative III,European,12-08-2015,2015,Low,449304.2,1,1540.27,67922.59,267912.34,Jerry Green,529449.63,1,Very Low Risk,230577.45,233343,3653.11,20277.27,1
IND88778,Albert Bryant,Male,17,Young (18-29),Commercial Banking,High,309468.8,Jade,Structural Analysis Engineer,European,25-01-2018,2018,High,284457.72,1,1974.36,801630.51,822290.12,James Castillo,1488976.7,2,Low Risk,240779.32,590771.54,60404.97,24993.15,1
IND88782,Jose Jacobs,Male,54,Adult (30-59),Retail Banking,High,338592.73,Jade,Senior Financial Analyst,Asian,25-03-1996,1996,Mid,1872283.05,1,8449.34,724817.06,2168648.47,Douglas Tucker,2251103.86,3,Moderate Risk,398157.62,1216939.43,47583.23,38743.36,0
IND88784,Joshua Webb,Male,34,Adult (30-59),Private Banking,Medium,280981.59,Silver,Web Developer I,European,21-12-1996,1996,High,1342433.84,1,8968.02,1008926,1536138.39,Douglas Tucker,634311.81,2,Low Risk,777078.13,485096.33,59924.33,47111.34,2
IND88808,Beverly Richards,Female,28,Young (18-29),Private Banking,Medium,135342.1,Jade,Research Associate,European,13-01-2008,2008,High,-316506.75,1,5969.94,1170851.54,553783.57,Benjamin Kim,1378300.61,3,Moderate Risk,272317.05,367182.59,40414.44,34214.11,0
IND88814,Aaron Edwards,Female,48,Adult (30-59),Commercial Banking,Medium,195942.17,Jade,Pharmacist,Asian,17-04-2000,2000,High,-493279.17,2,7708.61,1747294.72,921893.17,Ernest Rivera,195747.47,4,High Risk,284659.39,417836.47,112205.36,55171.6,0
IND88872,Annie Morrison,Female,72,Senior (60 +),Retail Banking,Medium,255097.36,Gold,Programmer Analyst I,Asian,06-01-2018,2018,High,-630333.6,2,1845.77,841410.8,98999.73,Jeremy Vasquez,1198593.93,2,Low Risk,68500.87,27789.4,33799.21,45422.37,2
IND88950,Russell Peterson,Male,51,Adult (30-59),Private Banking,Medium,113345.17,Silver,Editor,European,21-04-2016,2016,Mid,300886.87,2,5682.32,89916.2,283791.87,Roger Alexander,908357.26,2,Low Risk,75553.77,167483.73,24094.26,37139.75,2
IND88994,Carol Stanley,Female,53,Adult (30-59),Private Banking,Medium,144158.23,Jade,Paralegal,Asian,23-07-2011,2011,Mid,269436.02,1,4648.39,687574.17,628718.3,Joshua Little,755723.05,1,Very Low Risk,329776.42,262421.55,454.02,3163.86,1
IND89010,Kathleen Reed,Male,35,Adult (30-59),Commercial Banking,Medium,292505.42,Gold,Database Administrator III,Australian,17-03-2001,2001,Low,-584550.9,3,4211.93,1226789.57,300043.59,Jonathan Hawkins,1636680.63,4,High Risk,315565.84,128018.6,46355.21,30841.17,2
IND89040,Earl Hart,Female,78,Senior (60 +),Private Banking,High,356326.52,Platinum,Database Administrator I,Asian,29-03-2018,2018,High,-181247.23,2,12841.82,1933191.32,1245486.49,Raymond Alexander,2984485.53,5,Very High Risk,478520.67,380785.68,31136.55,40778.75,3
IND89040,Harold Williams,Male,43,Adult (30-59),Private Banking,Medium,133962.18,Jade,Editor,European,10-02-2020,2020,High,855775.58,1,6.98,535746.73,881345.76,George Lewis,1431701.57,1,Very Low Risk,501157.39,144010.75,44839.31,9026.14,0
IND89076,Debra Moreno,Male,45,Adult (30-59),Private Banking,Medium,252503.57,Platinum,Systems Administrator I,European,15-04-2017,2017,High,-305081.11,1,6347.98,1156608.23,689154.21,Victor Ramos,1019597.64,2,Low Risk,142753.37,492253.01,48764.62,25967.52,3
IND89099,Elizabeth Lane,Male,54,Adult (30-59),Private Banking,Medium,254494.36,Platinum,Account Representative III,European,30-06-2020,2020,Mid,-48894.94,1,2549.5,392579.25,151853.66,Steve Diaz,198653.66,2,Low Risk,165788.47,154831.19,22964.73,28591.68,1
IND89128,Nicholas Barnes,Female,57,Adult (30-59),Retail Banking,Low,33068.7,Jade,Data Coordiator,European,24-10-2000,2000,High,163551.96,1,278.62,55472.27,96495.57,Roger Alexander,256321.89,2,Low Risk,88817.88,28319.35,30365.66,33989.4,3
IND89139,Matthew Brown,Female,84,Senior (60 +),Private Banking,Medium,101929.59,Gold,Administrative Assistant IV,European,09-07-2014,2014,Low,216869.22,1,1163.81,614181.3,445914.24,Joshua Ryan,516128.95,1,Very Low Risk,373280.79,137911.62,12590.02,13019.3,3
IND89144,Jason Chavez,Female,85,Senior (60 +),Private Banking,Low,91420.58,Gold,Media Manager IV,European,21-03-2020,2020,Mid,368407.61,2,5813.52,375074.92,536225.46,Dennis Ruiz,2725502.71,4,High Risk,170084.01,272301.99,45547.17,42986.58,0
IND89151,Willie Wheeler,Male,25,Young (18-29),Private Banking,Medium,160662.66,Silver,Graphic Designer,Australian,08-03-2009,2009,Mid,-168300.04,1,4074.52,378938.13,116891.76,Dennis Morris,724109.12,1,Very Low Risk,93055.01,34379.93,8772.58,4765.84,0
IND89369,Keith Banks,Female,19,Young (18-29),Retail Banking,Medium,229762.92,Gold,Account Coordinator,European,18-11-2020,2020,High,41745.8,1,3262.49,378430.32,213097.67,Mark Montgomery,1116008.81,2,Low Risk,180641.26,117476.92,16162.88,29699.68,0
IND89378,Barbara Butler,Male,50,Adult (30-59),Commercial Banking,Low,83735.5,Gold,Systems Administrator IV,European,09-03-1995,1995,Mid,278687.79,1,2396.93,242274.93,317381.34,Joshua Bennett,384228.22,1,Very Low Risk,189894.27,170383.67,23667.35,16084.04,3
IND89391,Gary Baker,Male,35,Adult (30-59),Retail Banking,Medium,138442.89,Gold,Software Engineer II,European,05-02-2001,2001,Low,725176.06,1,661.96,258408.86,442275.47,Gregory Simmons,990724.74,2,Low Risk,537088.28,228048.29,24945.98,4883.13,0
IND89482,Sean Hernandez,Female,40,Adult (30-59),Private Banking,Low,55548.39,Gold,Health Coach I,European,02-07-2020,2020,Mid,-15370,1,1919.54,244695.4,178785.1,Bruce Porter,206909.32,1,Very Low Risk,45084.94,220242.51,4742.38,7374.9,3
IND89530,Keith Davis,Female,84,Senior (60 +),Private Banking,Low,50144.97,Jade,Geologist III,European,15-08-2020,2020,High,713887.86,3,3950.37,321223.4,811897.16,Gregory Simmons,579440.67,1,Very Low Risk,215679.55,433838.17,33918.94,11484.92,2
IND89615,Phillip Gordon,Female,37,Adult (30-59),Private Banking,Medium,292010.27,Platinum,Dental Hygienist,European,29-01-2007,2007,Mid,629975.86,1,7061.8,1220492.39,1204591.47,Todd Roberts,203262.58,2,Low Risk,622445.26,558492.41,66410.85,30493.32,3
IND89653,Matthew Nguyen,Female,25,Young (18-29),Retail Banking,Low,21380.4,Silver,Web Developer III,European,15-03-2004,2004,High,-147772.64,2,1846.22,575073.58,308369.87,Patrick Graham,343847.83,1,Very Low Risk,96707.33,235251.24,9708.65,24069.96,0
IND89674,Joan Castillo,Female,24,Young (18-29),Private Banking,Low,25072.56,Jade,Help Desk Operator,European,14-02-2019,2019,Mid,-30307.6,1,1304.77,111518.43,33252.22,Dennis Ruiz,449389.43,1,Very Low Risk,36857.47,12250.82,2117.6,12405.91,3
IND89708,David Howell,Female,71,Senior (60 +),Institutional Banking,Medium,123854.66,Gold,Payment Adjustment Coordinator,European,15-01-2006,2006,High,-392260.36,1,6590.94,721781.54,193381.28,Jonathan Hawkins,734227.03,3,Moderate Risk,108414.38,108776.97,22412.76,34316.46,1
IND89708,Jose Romero,Male,61,Senior (60 +),Private Banking,Low,93484.8,Jade,Developer II,Asian,16-02-2006,2006,Low,-604440.17,1,7837.02,1333813.61,475667.32,Dennis Ruiz,551738.63,2,Low Risk,221805.74,155108.91,53936.75,39737.4,3
IND89715,Evelyn Gilbert,Male,36,Adult (30-59),Private Banking,Medium,159584.92,Jade,Engineer IV,European,09-06-1996,1996,High,504616.23,1,5558.21,674240.19,815830.63,Ernest Rivera,316959.21,2,Low Risk,339210.24,384316.91,43670.84,29373.76,3
IND89792,Stephen Bell,Female,83,Senior (60 +),Institutional Banking,Medium,112050.56,Jade,Registered Nurse,European,17-01-2004,2004,Mid,290162.28,1,2087.57,611149.26,705779.7,Anthony Torres,822936.54,2,Low Risk,181088.21,464328.75,11029,16531.2,1
IND89837,Thomas Martinez,Male,20,Young (18-29),Private Banking,Low,20835.63,Silver,Marketing Manager,European,02-05-2003,2003,Mid,288570.19,1,3220.07,369469.71,439865.44,Douglas Tucker,696209.65,1,Very Low Risk,203635.55,142402.48,85.94,17758.98,0
IND89861,John Coleman,Male,51,Adult (30-59),Private Banking,High,401797.9,Gold,Editor,European,17-01-1996,1996,High,599672.43,1,4459.54,1464990.62,1484238.17,Paul Holmes,1513425.38,3,Moderate Risk,549910.24,766856.39,1841.94,34974.18,2
IND89924,Billy Evans,Male,28,Young (18-29),Private Banking,Low,41508.44,Jade,Account Executive,Asian,14-06-2020,2020,High,653063.09,2,1241.98,355617.84,886831.78,Shawn Long,903306.92,1,Very Low Risk,116815.13,487463.83,27834.59,6276,0
IND89957,Diane Davis,Female,68,Senior (60 +),Retail Banking,Medium,151372.02,Silver,Administrative Assistant I,European,07-06-2011,2011,Mid,865275.63,1,1263.67,468449.35,917482.59,Anthony Berry,1132663.75,1,Very Low Risk,388664.61,458741.29,8605.03,28841.45,3
IND89960,Marie Burns,Male,23,Young (18-29),Institutional Banking,Medium,259991.82,Gold,Technical Writer,African,14-08-2017,2017,Low,615302.17,1,482.52,297362.58,511215.38,Bruce Porter,561820.46,4,High Risk,341783.99,519329.91,30607.23,60147.9,1
IND89996,Mark Hicks,Female,50,Adult (30-59),Commercial Banking,Low,84560.85,Silver,Web Designer IV,European,08-05-2010,2010,Mid,225009.31,3,5094.57,750123.76,628956.63,Jeremy Vasquez,725223.24,4,High Risk,309282.59,647187.26,10685.34,41988.42,2
IND90041,Richard Sanchez,Male,55,Adult (30-59),Commercial Banking,Medium,287122.28,Silver,Developer II,Asian,18-09-2013,2013,High,600713.59,1,397.56,250880.72,553397.32,Patrick Graham,1021626.66,2,Low Risk,282805.11,394375.1,13139.92,15789.44,0
IND90057,Roy Snyder,Male,17,Young (18-29),Private Banking,Medium,125007.58,Silver,Office Assistant I,European,04-08-2014,2014,Mid,824104,2,7798.24,1361520.44,1503846.78,Paul Larson,294040.11,2,Low Risk,659812.78,541827.15,49406,29763.12,0
IND90097,Douglas Russell,Female,57,Adult (30-59),Retail Banking,Medium,107085.6,Platinum,Tax Accountant,American,25-04-2021,2021,High,-275611.77,2,6579.14,1051478.02,591197.27,Joe Hanson,2468737.28,3,Moderate Risk,132236.92,321680.87,92473.47,59011.2,0
IND90107,Carolyn Peterson,Female,42,Adult (30-59),Private Banking,Medium,184517.05,Gold,Geologist IV,American,03-03-1999,1999,High,228281.8,2,4505.58,67647.56,232227.41,Bruce Porter,1034413.94,2,Low Risk,56868.71,221426.14,7776.4,11338.82,3
IND90131,Stephen Carr,Male,81,Senior (60 +),Institutional Banking,Medium,157581.38,Jade,Systems Administrator IV,Asian,22-11-1995,1995,High,809612.95,1,5292.45,785409.84,1042672.65,Shawn Cook,1436150.34,3,Moderate Risk,524354.59,466458.82,18663.8,33288,1
IND90141,Helen Evans,Male,72,Senior (60 +),Retail Banking,Low,17723.13,Platinum,Financial Advisor,European,15-01-2018,2018,Mid,-147779.73,1,81.32,375034.47,144824.7,Mark Montgomery,302632.65,1,Very Low Risk,79179.86,67675.09,16634.22,3331.5,0
IND90177,Julia Roberts,Female,81,Senior (60 +),Institutional Banking,Medium,131497.09,Platinum,Software Engineer I,European,08-11-2006,2006,Mid,1187583.75,1,3127.86,57219.9,725666.6,Victor Martinez,498564.84,1,Very Low Risk,506302.25,233012.21,21798.32,15962.66,0
IND90197,Louise Day,Female,45,Adult (30-59),Institutional Banking,Low,31634.79,Silver,Accounting Assistant III,Asian,05-02-2014,2014,High,288949.6,1,2247.59,139653.1,284516.15,Joshua Little,688482.11,1,Very Low Risk,130625.33,248501.45,4096.5,15708.81,2
IND90203,Ann Flores,Female,27,Young (18-29),Private Banking,High,448729.19,Jade,Information Systems Manager,European,28-10-2014,2014,Low,520524.13,1,845.48,1484029,1221003.76,Joshua Ryan,1266370.8,5,Very High Risk,742858.69,586081.8,43433.2,41536.16,2
IND90240,Juan Garza,Male,25,Young (18-29),Retail Banking,Low,97988.77,Jade,Database Administrator I,European,09-12-2015,2015,High,128801.89,1,3688.05,2232550.74,1580167.61,Samuel Fowler,344184.04,4,High Risk,732073.62,434811.22,84984.68,52799.45,2
IND90241,Anna Cole,Female,30,Adult (30-59),Commercial Banking,Medium,289884.31,Platinum,Administrative Assistant I,European,27-03-2011,2011,High,-453019.69,1,6112.88,1121457.2,312040.47,Adam Hernandez,1359514.83,4,High Risk,337705.8,101413.15,51349.57,24804.12,3
IND90265,Victor Ryan,Male,38,Adult (30-59),Private Banking,Low,85465.24,Jade,Account Coordinator,European,22-01-2007,2007,High,-20266.46,2,2171.62,744818.47,430063.8,Shawn Wallace,111927.25,1,Very Low Risk,284050.2,104047.69,503.73,12609.63,0
IND90271,Janet Frazier,Male,73,Senior (60 +),Commercial Banking,High,352712.99,Silver,Financial Advisor,Asian,06-12-2000,2000,Low,52184.63,2,555.53,458236.2,204597.05,Gregory Simmons,670824.15,4,High Risk,272234.43,168491.69,12230.17,34144.88,1
IND90272,Betty Meyer,Male,45,Adult (30-59),Commercial Banking,Medium,175522.51,Gold,Database Administrator III,Asian,24-04-2009,2009,High,1141398.74,1,4634.56,938338.98,1065811.13,Dennis Ruiz,250774.57,4,High Risk,955148.19,317475.66,66724.53,63412.96,3
IND90377,Andrea Anderson,Male,33,Adult (30-59),Private Banking,Low,53296.28,Silver,Environmental Specialist,American,13-03-2016,2016,High,-56233.23,1,469.59,329439.06,175922.72,Bruce Porter,769853.43,2,Low Risk,90704.56,220648.84,10565.53,7048.14,3
IND90385,Kelly Moore,Female,85,Senior (60 +),Retail Banking,Medium,191665.02,Jade,Staff Accountant II,European,12-04-2005,2005,Mid,69919.33,3,1458.38,246196.36,240122.72,Bruce Butler,972737.18,2,Low Risk,57926.51,198039.36,17416.08,19524.84,3
IND90409,Ruth Sims,Male,54,Adult (30-59),Institutional Banking,Low,46065.04,Gold,Geologist II,Asian,15-06-2019,2019,Low,1164072.22,1,639.27,286540.1,826638.75,Bruce Porter,1111305.78,1,Very Low Risk,609559.24,173663.6,18316.96,15053.6,1
IND90414,Paula Nichols,Female,44,Adult (30-59),Institutional Banking,High,434841.32,Silver,Web Designer II,European,12-07-2019,2019,Mid,510699.76,2,2507.38,521915.75,482275.02,Roy Rice,395613.19,3,Moderate Risk,513622.9,179307.38,56324.45,39224.97,1
IND90486,James Schmidt,Female,52,Adult (30-59),Private Banking,Medium,236722.44,Silver,Speech Pathologist,Australian,13-02-2007,2007,Mid,340981.12,2,6535.2,535361.91,681186.57,Paul Larson,283675.88,2,Low Risk,154455.09,396038.7,11236.15,47236.57,3
IND90506,Mark Harris,Female,72,Senior (60 +),Commercial Banking,Low,95092.11,Gold,Engineer IV,Asian,08-04-2002,2002,Low,833597.43,1,6448.99,101219.03,677319.49,Donald Reynolds,203476.06,2,Low Risk,242851.81,338659.74,23398.06,21094.15,3
IND90516,Peter Marshall,Female,71,Senior (60 +),Retail Banking,High,374660.44,Jade,Chemical Engineer,Asian,23-12-2010,2010,High,187558.09,3,567.01,592185.88,315905.16,Dennis Ruiz,625771.84,5,Very High Risk,401471.88,201525.71,38412.61,62933.94,2
IND90597,Kimberly Garza,Male,30,Adult (30-59),Private Banking,High,423137.74,Jade,Developer I,American,05-03-2011,2011,Low,602742.48,1,1116.9,584990.91,530781.48,Joshua Bennett,0,4,High Risk,641714.81,336161.6,40540.92,16354,2
IND90650,Irene Reynolds,Male,32,Adult (30-59),Institutional Banking,Low,79425.62,Jade,Engineer III,Asian,04-12-2002,2002,Mid,598481.68,1,614.92,487050.58,580085.14,Joshua Ryan,510896.6,1,Very Low Risk,496253.48,199599.19,32646.39,9808.56,2
IND90697,Juan Hughes,Female,24,Young (18-29),Private Banking,Medium,118836.19,Gold,Sales Representative,Asian,30-12-1999,1999,Mid,-9193.07,2,4759.52,1158652.64,774143.81,Bruce Porter,1554596.09,2,Low Risk,358651.99,213019.44,28162.15,21423.29,2
IND90712,Michael Patterson,Male,47,Adult (30-59),Private Banking,Low,84800.04,Jade,Marketing Assistant,European,07-02-2002,2002,High,3808105.89,1,6607.74,1067368.02,3123544.47,James Castillo,823236.06,5,Very High Risk,1712270.28,720817.95,124704.87,46266.9,2
IND90735,Jerry Graham,Male,80,Senior (60 +),Private Banking,Medium,109051.93,Jade,Staff Accountant IV,European,29-07-2014,2014,Mid,88500.82,1,2548.47,314437.29,250159.57,Victor Ramos,408638.42,1,Very Low Risk,135256.73,73910.78,38508.39,20070.28,0
IND90745,Julia Alexander,Female,18,Young (18-29),Private Banking,Low,92136.04,Silver,Accounting Assistant IV,African,01-12-2013,2013,Mid,435717.74,2,422.09,55529.61,379297.08,Jason Duncan,0,1,Very Low Risk,109926.56,254024.65,11912.26,2445.8,2
IND90777,Mildred Austin,Female,40,Adult (30-59),Retail Banking,Medium,220770.81,Silver,Civil Engineer,African,19-11-2000,2000,Low,-200770.8,3,624.07,493159.95,123042.75,Victor Martinez,721725.68,2,Low Risk,127706.47,89305.22,16505.19,42264,2
IND90860,Anna Welch,Male,51,Adult (30-59),Retail Banking,Medium,131121.99,Gold,Business Systems Development Analyst,European,20-01-2000,2000,High,271204.8,1,4267.35,738628.08,628660.2,Shawn Wallace,968501.52,2,Low Risk,352364.04,487211.65,10644.07,33075.99,1
IND90885,Ronald Austin,Male,30,Adult (30-59),Retail Banking,Low,78421.68,Silver,Programmer II,European,04-04-2004,2004,High,163652.42,2,4.36,31261.43,87355.44,Chris Armstrong,734351.9,2,Low Risk,88086.05,84178.88,2225.12,19476.72,0
IND90888,Michael Reed,Male,41,Adult (30-59),Private Banking,High,474908.98,Gold,VP Accounting,African,25-03-2008,2008,Mid,-1227297.9,1,9767.97,1969776.88,491904.52,Adam Hernandez,1040432.25,4,High Risk,255721.55,127275.99,6045.33,4620.88,0
IND90911,Chris White,Female,31,Adult (30-59),Retail Banking,Low,92005.32,Silver,Environmental Specialist,American,19-02-2000,2000,High,-180229.54,1,1654.39,637776.81,321318.75,Dennis Morris,578961.56,2,Low Risk,105321.15,357020.84,20584.97,32561.76,0
IND90914,Scott Phillips,Female,24,Young (18-29),Private Banking,Medium,283653.73,Jade,Biostatistician II,Asian,07-01-1999,1999,High,3590510.28,1,296.09,0,2542970.73,Frank Brown,1260093.74,2,Low Risk,1038705.74,749850.34,96113,9129.9,0
IND90967,Carl Kim,Female,57,Adult (30-59),Private Banking,Low,48676.4,Silver,Geological Engineer,African,15-12-2007,2007,Mid,90336.69,2,1604.4,74495.92,75741.15,Jesse Evans,312041.11,1,Very Low Risk,87806.59,58466.85,996.26,2889.27,1
IND91035,Martha Davis,Female,51,Adult (30-59),Private Banking,Low,31697.22,Silver,Database Administrator IV,European,05-07-2019,2019,High,-402156.69,1,4194.2,719621.41,215052.59,Joshua Bennett,439788.62,1,Very Low Risk,96018.08,112369.82,35144.19,10588.25,0
IND91152,Matthew Morris,Male,40,Adult (30-59),Retail Banking,Low,79374.2,Jade,Data Coordiator,Asian,02-07-2009,2009,Low,612745.87,3,3435.78,308861.23,679198.46,Jonathan Hawkins,570277.46,1,Very Low Risk,233046.96,284203.61,2706.61,12797.46,0
IND91167,Sara Daniels,Male,34,Adult (30-59),Private Banking,Medium,245839.9,Silver,Chemical Engineer,European,07-01-2013,2013,Low,268133.18,2,3888.98,45681.04,133610.01,Mark Montgomery,453420.75,3,Moderate Risk,178097.2,96496.12,23080.23,5995.99,3
IND91174,Craig Hall,Male,60,Senior (60 +),Private Banking,High,307944.31,Silver,Senior Quality Engineer,European,15-08-2011,2011,High,-163385.6,2,4015.03,1321538.58,806858.37,Phillip Peters,293342.93,3,Moderate Risk,340952.18,256232.05,104038.92,14357.46,2
IND91185,Wanda Patterson,Female,72,Senior (60 +),Private Banking,High,390347.05,Silver,Research Assistant I,Asian,04-08-2008,2008,High,-255097.41,2,655.56,798844.1,272225.32,Mark Montgomery,759225.36,5,Very High Risk,239459.29,292023.52,26341.15,32717.64,3
IND91194,Russell Perry,Female,42,Adult (30-59),Private Banking,Medium,190491.93,Jade,Staff Accountant II,Australian,15-06-1995,1995,Mid,-280297.16,1,1403.68,1366594.52,681478.11,Shawn Cook,916987.23,2,Low Risk,382298.05,234607.22,8998.33,23924.88,1
IND91231,Joshua Warren,Male,59,Adult (30-59),Commercial Banking,Medium,184133.24,Gold,Project Manager,European,14-07-2011,2011,Mid,-256509.81,1,914,470180.94,150126.27,Adam Hernandez,401293.31,2,Low Risk,54707.78,174411.4,25567.02,9751.08,1
